"tool","precision","recall","f_measure","overlap","counter_tool","counter_txtwerk","dpa_id"
"aylien",0.7,0.25,0.3684210526315789,7,10,28,"urn:newsml:dpa.com:20090101:170227-99-452852/5"
"aylien",0.5555555555555556,0.20833333333333334,0.30303030303030304,5,9,24,"urn:newsml:dpa.com:20090101:170227-99-459704/6"
"aylien",0.4,0.2,0.26666666666666666,2,5,10,"urn:newsml:dpa.com:20090101:170227-99-460140/2"
"aylien",0.3076923076923077,0.0761904761904762,0.12213740458015268,8,26,105,"urn:newsml:dpa.com:20090101:170227-99-460405/2"
"aylien",0.17647058823529413,0.08108108108108109,0.11111111111111113,3,17,37,"urn:newsml:dpa.com:20090101:170228-99-467319/8"
"aylien",0.1111111111111111,0.04,0.058823529411764705,1,9,25,"urn:newsml:dpa.com:20090101:170228-99-467750/3"
"aylien",0.3333333333333333,0.05357142857142857,0.09230769230769231,3,9,56,"urn:newsml:dpa.com:20090101:170228-99-467910/4"
"aylien",0.6666666666666666,0.18181818181818182,0.28571428571428575,2,3,11,"urn:newsml:dpa.com:20090101:170228-99-470222/2"
"aylien",0.3333333333333333,0.13333333333333333,0.19047619047619044,2,6,15,"urn:newsml:dpa.com:20090101:170228-99-470631/12"
"aylien",0.3,0.23076923076923078,0.2608695652173913,3,10,13,"urn:newsml:dpa.com:20090101:170228-99-470708/4"
"aylien",0.15384615384615385,0.037037037037037035,0.05970149253731343,2,13,54,"urn:newsml:dpa.com:20090101:170228-99-472936/11"
"aylien",0.4,0.2222222222222222,0.2857142857142857,4,10,18,"urn:newsml:dpa.com:20090101:170301-99-476037/6"
"aylien",0.16666666666666666,0.1111111111111111,0.13333333333333333,3,18,27,"urn:newsml:dpa.com:20090101:170301-99-477950/3"
"aylien",0.25,0.1,0.14285714285714288,1,4,10,"urn:newsml:dpa.com:20090101:170301-99-487429/4"
"aylien",0.4,0.25,0.3076923076923077,2,5,8,"urn:newsml:dpa.com:20090101:170301-99-487648/2"
"aylien",0.6,0.25,0.35294117647058826,3,5,12,"urn:newsml:dpa.com:20090101:170302-99-492956/2"
"aylien",0.058823529411764705,0.03333333333333333,0.0425531914893617,1,17,30,"urn:newsml:dpa.com:20090101:170302-99-496162/11"
"aylien",0.24,0.06666666666666667,0.10434782608695653,6,25,90,"urn:newsml:dpa.com:20090101:170302-99-498951/11"
"aylien",0.058823529411764705,0.023255813953488372,0.03333333333333333,1,17,43,"urn:newsml:dpa.com:20090101:170302-99-500593/12"
"aylien",0.3333333333333333,0.07692307692307693,0.125,1,3,13,"urn:newsml:dpa.com:20090101:170302-99-506205/2"
"aylien",0.3,0.06382978723404255,0.10526315789473684,9,30,141,"urn:newsml:dpa.com:20090101:170302-99-506837/2"
"aylien",0.125,0.06896551724137931,0.08888888888888889,2,16,29,"urn:newsml:dpa.com:20090101:170303-99-509262/16"
"aylien",0.2,0.09090909090909091,0.12500000000000003,1,5,11,"urn:newsml:dpa.com:20090101:170303-99-511349/10"
"aylien",0.6666666666666666,0.1111111111111111,0.1904761904761905,2,3,18,"urn:newsml:dpa.com:20090101:170303-99-513398/7"
"aylien",0.09090909090909091,0.024390243902439025,0.038461538461538464,1,11,41,"urn:newsml:dpa.com:20090101:170303-99-520466/6"
"aylien",0.14285714285714285,0.04,0.0625,2,14,50,"urn:newsml:dpa.com:20090101:170303-99-521061/7"
"aylien",0.23529411764705882,0.06349206349206349,0.09999999999999999,4,17,63,"urn:newsml:dpa.com:20090101:170304-99-524261/2"
"aylien",0.5,0.1111111111111111,0.1818181818181818,2,4,18,"urn:newsml:dpa.com:20090101:170304-99-530297/3"
"aylien",0.4,0.14285714285714285,0.21052631578947364,2,5,14,"urn:newsml:dpa.com:20090101:170304-99-530891/2"
"aylien",0.5,0.38461538461538464,0.4347826086956522,5,10,13,"urn:newsml:dpa.com:20090101:170305-99-539444/6"
"aylien",0.3333333333333333,0.3076923076923077,0.32,4,12,13,"urn:newsml:dpa.com:20090101:170306-99-551536/2"
"aylien",0.6,0.3,0.4,3,5,10,"urn:newsml:dpa.com:20090101:170306-99-553129/5"
"aylien",0.3684210526315789,0.07692307692307693,0.1272727272727273,7,19,91,"urn:newsml:dpa.com:20090101:170306-99-553972/3"
"aylien",0.1111111111111111,0.047619047619047616,0.06666666666666667,1,9,21,"urn:newsml:dpa.com:20090101:170307-99-559423/13"
"aylien",0.3333333333333333,0.10714285714285714,0.16216216216216214,3,9,28,"urn:newsml:dpa.com:20090101:170307-99-561039/3"
"aylien",0.6,0.17647058823529413,0.2727272727272727,6,10,34,"urn:newsml:dpa.com:20090101:170307-99-561920/6"
"aylien",0.16666666666666666,0.046511627906976744,0.07272727272727272,2,12,43,"urn:newsml:dpa.com:20090101:170307-99-566639/3"
"aylien",0.3333333333333333,0.13043478260869565,0.18750000000000003,3,9,23,"urn:newsml:dpa.com:20090101:170307-99-567983/5"
"aylien",0.625,0.35714285714285715,0.45454545454545453,5,8,14,"urn:newsml:dpa.com:20090101:170307-99-568175/2"
"aylien",0.5,0.16666666666666666,0.25,2,4,12,"urn:newsml:dpa.com:20090101:170307-99-568583/2"
"aylien",0.125,0.07142857142857142,0.09090909090909091,1,8,14,"urn:newsml:dpa.com:20090101:170307-99-570478/2"
"aylien",0.6363636363636364,0.09722222222222222,0.16867469879518074,7,11,72,"urn:newsml:dpa.com:20090101:170308-99-574006/2"
"aylien",0.35294117647058826,0.17142857142857143,0.23076923076923078,6,17,35,"urn:newsml:dpa.com:20090101:170308-99-582711/3"
"aylien",0.14285714285714285,0.038461538461538464,0.060606060606060615,2,14,52,"urn:newsml:dpa.com:20090101:170308-99-583808/2"
"aylien",0.16666666666666666,0.04285714285714286,0.06818181818181819,3,18,70,"urn:newsml:dpa.com:20090101:170308-99-584185/6"
"aylien",0.14285714285714285,0.02631578947368421,0.044444444444444446,1,7,38,"urn:newsml:dpa.com:20090101:170308-99-584565/3"
"aylien",0.8333333333333334,0.2,0.3225806451612903,5,6,25,"urn:newsml:dpa.com:20090101:170308-99-584896/3"
"aylien",0.6666666666666666,0.15384615384615385,0.25,2,3,13,"urn:newsml:dpa.com:20090101:170308-99-584947/4"
"aylien",0.5,0.25,0.3333333333333333,2,4,8,"urn:newsml:dpa.com:20090101:170308-99-585461/2"
"aylien",0.5,0.1,0.16666666666666669,2,4,20,"urn:newsml:dpa.com:20090101:170308-99-586041/3"
"aylien",0.16666666666666666,0.06666666666666667,0.09523809523809522,1,6,15,"urn:newsml:dpa.com:20090101:170309-99-590759/2"
"aylien",0.09090909090909091,0.043478260869565216,0.0588235294117647,5,55,115,"urn:newsml:dpa.com:20090101:170309-99-592682/2"
"aylien",0.5,0.16666666666666666,0.25,2,4,12,"urn:newsml:dpa.com:20090101:170309-99-597523/2"
"aylien",0.5238095238095238,0.15492957746478872,0.23913043478260868,11,21,71,"urn:newsml:dpa.com:20090101:170309-99-601191/2"
"aylien",0.4,0.1,0.16000000000000003,2,5,20,"urn:newsml:dpa.com:20090101:170309-99-603252/2"
"aylien",1,0.16666666666666666,0.2857142857142857,1,1,6,"urn:newsml:dpa.com:20090101:170310-99-608933/2"
"aylien",0.5714285714285714,0.21621621621621623,0.3137254901960784,16,28,74,"urn:newsml:dpa.com:20090101:170310-99-610744/7"
"aylien",0.625,0.15625,0.25,5,8,32,"urn:newsml:dpa.com:20090101:170310-99-610786/4"
"aylien",0.37037037037037035,0.2,0.2597402597402597,10,27,50,"urn:newsml:dpa.com:20090101:170310-99-611512/4"
"aylien",0.5,0.16666666666666666,0.25,2,4,12,"urn:newsml:dpa.com:20090101:170311-99-625631/2"
"aylien",0.07692307692307693,0.024390243902439025,0.03703703703703704,1,13,41,"urn:newsml:dpa.com:20090101:170312-99-632446/5"
"aylien",0.14285714285714285,0.07142857142857142,0.09523809523809523,1,7,14,"urn:newsml:dpa.com:20090101:170313-99-639683/11"
"aylien",0.2857142857142857,0.07407407407407407,0.11764705882352941,2,7,27,"urn:newsml:dpa.com:20090101:170314-99-652249/2"
"aylien",0.3333333333333333,0.1111111111111111,0.16666666666666666,4,12,36,"urn:newsml:dpa.com:20090101:170314-99-653917/9"
"aylien",0.5,0.08333333333333333,0.14285714285714285,1,2,12,"urn:newsml:dpa.com:20090101:170314-99-655782/2"
"aylien",0.14285714285714285,0.0196078431372549,0.034482758620689655,1,7,51,"urn:newsml:dpa.com:20090101:170314-99-661226/2"
"aylien",0.16666666666666666,0.041666666666666664,0.06666666666666667,1,6,24,"urn:newsml:dpa.com:20090101:170315-99-667653/7"
"aylien",0.3076923076923077,0.08333333333333333,0.13114754098360656,4,13,48,"urn:newsml:dpa.com:20090101:170315-99-671561/3"
"aylien",0.1111111111111111,0.045454545454545456,0.06451612903225805,1,9,22,"urn:newsml:dpa.com:20090101:170315-99-672931/12"
"aylien",1,0.2222222222222222,0.3636363636363636,4,4,18,"urn:newsml:dpa.com:20090101:170316-99-682990/7"
"aylien",0.0625,0.029411764705882353,0.039999999999999994,1,16,34,"urn:newsml:dpa.com:20090101:170316-99-688310/17"
"aylien",0.7,0.21875,0.3333333333333333,7,10,32,"urn:newsml:dpa.com:20090101:170316-99-692917/2"
"aylien",0.4,0.14285714285714285,0.21052631578947364,2,5,14,"urn:newsml:dpa.com:20090101:170317-99-696917/3"
"aylien",0.7142857142857143,0.23809523809523808,0.35714285714285715,5,7,21,"urn:newsml:dpa.com:20090101:170317-99-697558/2"
"aylien",0.3333333333333333,0.09090909090909091,0.14285714285714288,2,6,22,"urn:newsml:dpa.com:20090101:170317-99-698915/2"
"aylien",0.5714285714285714,0.3333333333333333,0.4210526315789474,4,7,12,"urn:newsml:dpa.com:20090101:170317-99-705047/4"
"aylien",0.4,0.4,0.4000000000000001,2,5,5,"urn:newsml:dpa.com:20090101:170318-99-713025/3"
"aylien",0.4666666666666667,0.14583333333333334,0.22222222222222224,7,15,48,"urn:newsml:dpa.com:20090101:170318-99-713802/19"
"aylien",0.1111111111111111,0.03333333333333333,0.05128205128205128,1,9,30,"urn:newsml:dpa.com:20090101:170318-99-718365/5"
"aylien",0.3103448275862069,0.13043478260869565,0.18367346938775508,9,29,69,"urn:newsml:dpa.com:20090101:170319-99-722478/2"
"aylien",0.25,0.043478260869565216,0.07407407407407408,2,8,46,"urn:newsml:dpa.com:20090101:170319-99-722882/7"
"aylien",0.16666666666666666,0.08333333333333333,0.1111111111111111,1,6,12,"urn:newsml:dpa.com:20090101:170319-99-723159/9"
"aylien",0.5,0.08064516129032258,0.13888888888888887,5,10,62,"urn:newsml:dpa.com:20090101:170319-99-723771/2"
"aylien",0.3,0.13636363636363635,0.18749999999999997,3,10,22,"urn:newsml:dpa.com:20090101:170319-99-726238/4"
"aylien",0.125,0.0625,0.08333333333333333,1,8,16,"urn:newsml:dpa.com:20090101:170320-99-730606/2"
"aylien",0.14285714285714285,0.058823529411764705,0.08333333333333333,1,7,17,"urn:newsml:dpa.com:20090101:170320-99-730716/2"
"aylien",0.16666666666666666,0.07142857142857142,0.1,1,6,14,"urn:newsml:dpa.com:20090101:170320-99-732099/2"
"aylien",1,0.3333333333333333,0.5,3,3,9,"urn:newsml:dpa.com:20090101:170320-99-734984/3"
"aylien",0.05,0.012987012987012988,0.020618556701030927,1,20,77,"urn:newsml:dpa.com:20090101:170320-99-737124/6"
"aylien",0.35714285714285715,0.14705882352941177,0.20833333333333334,5,14,34,"urn:newsml:dpa.com:20090101:170321-99-745900/8"
"aylien",0.2222222222222222,0.2222222222222222,0.2222222222222222,2,9,9,"urn:newsml:dpa.com:20090101:170322-99-760418/3"
"aylien",0.375,0.1,0.15789473684210528,3,8,30,"urn:newsml:dpa.com:20090101:170322-99-767412/2"
"aylien",1,0.3076923076923077,0.47058823529411764,4,4,13,"urn:newsml:dpa.com:20090101:170322-99-768026/3"
"aylien",0.22580645161290322,0.051470588235294115,0.08383233532934131,7,31,136,"urn:newsml:dpa.com:20090101:170322-99-771916/2"
"aylien",0.12903225806451613,0.04819277108433735,0.07017543859649124,4,31,83,"urn:newsml:dpa.com:20090101:170323-99-779245/10"
"aylien",0.5,0.16666666666666666,0.25,2,4,12,"urn:newsml:dpa.com:20090101:170323-99-780115/5"
"aylien",1,0.0967741935483871,0.17647058823529413,3,3,31,"urn:newsml:dpa.com:20090101:170323-99-780756/2"
"aylien",0.25,0.25,0.25,1,4,4,"urn:newsml:dpa.com:20090101:170323-99-781982/2"
"aylien",0.3076923076923077,0.09302325581395349,0.14285714285714285,4,13,43,"urn:newsml:dpa.com:20090101:170324-99-788589/3"
"aylien",0.125,0.06666666666666667,0.08695652173913045,1,8,15,"urn:newsml:dpa.com:20090101:170324-99-794983/4"
"aylien",0.09090909090909091,0.037037037037037035,0.05263157894736842,1,11,27,"urn:newsml:dpa.com:20090101:170324-99-796363/5"
"aylien",0.6666666666666666,0.125,0.21052631578947367,2,3,16,"urn:newsml:dpa.com:20090101:170324-99-800488/5"
"aylien",0.14285714285714285,0.046511627906976744,0.07017543859649122,2,14,43,"urn:newsml:dpa.com:20090101:170325-99-806443/6"
"aylien",0.45454545454545453,0.1282051282051282,0.19999999999999996,5,11,39,"urn:newsml:dpa.com:20090101:170325-99-810260/2"
"aylien",0.3333333333333333,0.10526315789473684,0.16,2,6,19,"urn:newsml:dpa.com:20090101:170326-99-813338/2"
"aylien",0.16,0.06896551724137931,0.0963855421686747,4,25,58,"urn:newsml:dpa.com:20090101:170326-99-813421/3"
"aylien",0.25,0.1111111111111111,0.15384615384615383,1,4,9,"urn:newsml:dpa.com:20090101:170326-99-818235/2"
"aylien",0.7142857142857143,0.4166666666666667,0.5263157894736842,5,7,12,"urn:newsml:dpa.com:20090101:170326-99-819323/3"
"aylien",0.125,0.09090909090909091,0.10526315789473685,1,8,11,"urn:newsml:dpa.com:20090101:170327-99-824064/5"
"aylien",0.5714285714285714,0.21621621621621623,0.3137254901960784,8,14,37,"urn:newsml:dpa.com:20090101:170327-99-824803/18"
"aylien",1,0.08333333333333333,0.15384615384615385,1,1,12,"urn:newsml:dpa.com:20090101:170327-99-829119/8"
"aylien",0.42857142857142855,0.2727272727272727,0.33333333333333326,3,7,11,"urn:newsml:dpa.com:20090101:170328-99-839207/2"
"aylien",0.2857142857142857,0.09523809523809523,0.14285714285714285,2,7,21,"urn:newsml:dpa.com:20090101:170328-99-840356/3"
"aylien",0.25,0.05555555555555555,0.0909090909090909,1,4,18,"urn:newsml:dpa.com:20090101:170328-99-841361/9"
"aylien",0.4444444444444444,0.18181818181818182,0.2580645161290322,4,9,22,"urn:newsml:dpa.com:20090101:170328-99-842824/4"
"aylien",0.07692307692307693,0.025,0.03773584905660378,1,13,40,"urn:newsml:dpa.com:20090101:170329-99-854370/2"
"aylien",1,1,1,1,1,1,"urn:newsml:dpa.com:20090101:170329-99-862702/1"
"aylien",0.5,0.14285714285714285,0.22222222222222224,1,2,7,"urn:newsml:dpa.com:20090101:170329-99-864513/2"
"aylien",0.26666666666666666,0.08,0.12307692307692307,4,15,50,"urn:newsml:dpa.com:20090101:170329-99-865839/2"
"aylien",0.125,0.030303030303030304,0.04878048780487805,1,8,33,"urn:newsml:dpa.com:20090101:170330-99-871722/37"
"aylien",0.26666666666666666,0.04371584699453552,0.07511737089201878,8,30,183,"urn:newsml:dpa.com:20090101:170330-99-873066/2"
"aylien",0.5,0.1875,0.2727272727272727,3,6,16,"urn:newsml:dpa.com:20090101:170330-99-876663/4"
"aylien",0.5,0.13333333333333333,0.2105263157894737,2,4,15,"urn:newsml:dpa.com:20090101:170331-99-887808/2"
"aylien",0.75,0.3333333333333333,0.46153846153846156,3,4,9,"urn:newsml:dpa.com:20090101:170331-99-888877/2"
"aylien",0.25,0.16666666666666666,0.2,1,4,6,"urn:newsml:dpa.com:20090101:170331-99-890586/9"
"aylien",0.2727272727272727,0.1,0.14634146341463417,3,11,30,"urn:newsml:dpa.com:20090101:170331-99-891064/2"
"aylien",0.15384615384615385,0.06666666666666667,0.09302325581395349,2,13,30,"urn:newsml:dpa.com:20090101:170331-99-894941/3"
"aylien",0.5,0.09090909090909091,0.15384615384615385,1,2,11,"urn:newsml:dpa.com:20090101:170401-99-903424/2"
"aylien",0.38461538461538464,0.1282051282051282,0.19230769230769232,5,13,39,"urn:newsml:dpa.com:20090101:170401-99-903988/3"
"aylien",0.09090909090909091,0.015384615384615385,0.026315789473684213,1,11,65,"urn:newsml:dpa.com:20090101:170402-99-909244/4"
"aylien",0.5,0.125,0.2,2,4,16,"urn:newsml:dpa.com:20090101:170403-99-918796/4"
"aylien",0.43478260869565216,0.1724137931034483,0.24691358024691357,10,23,58,"urn:newsml:dpa.com:20090101:170403-99-922083/11"
"aylien",0.2727272727272727,0.05555555555555555,0.0923076923076923,3,11,54,"urn:newsml:dpa.com:20090101:170403-99-928213/2"
"aylien",0.16666666666666666,0.0625,0.09090909090909091,1,6,16,"urn:newsml:dpa.com:20090101:170404-99-936538/4"
"aylien",0.14285714285714285,0.05555555555555555,0.08,1,7,18,"urn:newsml:dpa.com:20090101:170404-99-939282/2"
"aylien",0.2222222222222222,0.16666666666666666,0.1904761904761905,2,9,12,"urn:newsml:dpa.com:20090101:170404-99-942019/3"
"aylien",0.5,0.058823529411764705,0.10526315789473684,1,2,17,"urn:newsml:dpa.com:20090101:170404-99-942513/9"
"aylien",0.25,0.07142857142857142,0.11111111111111112,1,4,14,"urn:newsml:dpa.com:20090101:170405-99-949696/3"
"aylien",0.07142857142857142,0.011764705882352941,0.0202020202020202,1,14,85,"urn:newsml:dpa.com:20090101:170405-99-957915/163"
"aylien",0.42857142857142855,0.2727272727272727,0.33333333333333326,3,7,11,"urn:newsml:dpa.com:20090101:170405-99-958909/2"
"aylien",0.16666666666666666,0.09090909090909091,0.11764705882352942,1,6,11,"urn:newsml:dpa.com:20090101:170406-99-970910/3"
"aylien",0.2,0.046511627906976744,0.07547169811320754,2,10,43,"urn:newsml:dpa.com:20090101:170407-99-982122/6"
"aylien",0.17647058823529413,0.12,0.14285714285714282,3,17,25,"urn:newsml:dpa.com:20090101:170407-99-986349/2"
"aylien",0.5263157894736842,0.13333333333333333,0.2127659574468085,10,19,75,"urn:newsml:dpa.com:20090101:170407-99-989316/3"
"aylien",0.15789473684210525,0.041666666666666664,0.06593406593406594,3,19,72,"urn:newsml:dpa.com:20090101:170407-99-991785/7"
"aylien",0.5,0.1,0.16666666666666669,1,2,10,"urn:newsml:dpa.com:20090101:170407-99-991790/3"
"aylien",0.1111111111111111,0.03571428571428571,0.05405405405405406,1,9,28,"urn:newsml:dpa.com:20090101:170408-99-00147/2"
"aylien",0.6666666666666666,0.2857142857142857,0.4,2,3,7,"urn:newsml:dpa.com:20090101:170408-99-998004/3"
"aylien",0.18181818181818182,0.09090909090909091,0.12121212121212123,2,11,22,"urn:newsml:dpa.com:20090101:170409-99-04459/3"
"aylien",0.6666666666666666,0.25,0.36363636363636365,2,3,8,"urn:newsml:dpa.com:20090101:170409-99-04586/2"
"aylien",0.3,0.15789473684210525,0.20689655172413793,3,10,19,"urn:newsml:dpa.com:20090101:170409-99-04806/10"
"aylien",0.375,0.0967741935483871,0.15384615384615383,6,16,62,"urn:newsml:dpa.com:20090101:170409-99-06708/2"
"aylien",0.2,0.045454545454545456,0.07407407407407407,2,10,44,"urn:newsml:dpa.com:20090101:170409-99-07120/3"
"aylien",0.15789473684210525,0.06666666666666667,0.09375000000000001,3,19,45,"urn:newsml:dpa.com:20090101:170409-99-07955/13"
"aylien",0.25,0.027777777777777776,0.049999999999999996,2,8,72,"urn:newsml:dpa.com:20090101:170410-99-14435/2"
"aylien",0.3333333333333333,0.1111111111111111,0.16666666666666666,2,6,18,"urn:newsml:dpa.com:20090101:170410-99-14657/35"
"aylien",0.2,0.08333333333333333,0.11764705882352941,1,5,12,"urn:newsml:dpa.com:20090101:170410-99-16671/8"
"aylien",0.3076923076923077,0.18181818181818182,0.2285714285714286,4,13,22,"urn:newsml:dpa.com:20090101:170410-99-23074/2"
"aylien",1,0.16666666666666666,0.2857142857142857,2,2,12,"urn:newsml:dpa.com:20090101:170411-99-25592/1"
"aylien",1,0.25,0.4,3,3,12,"urn:newsml:dpa.com:20090101:170411-99-31505/2"
"aylien",0.25,0.1,0.14285714285714288,1,4,10,"urn:newsml:dpa.com:20090101:170411-99-33049/2"
"aylien",0.5,0.15,0.23076923076923075,3,6,20,"urn:newsml:dpa.com:20090101:170411-99-37760/6"
"aylien",0.18181818181818182,0.0847457627118644,0.11560693641618497,10,55,118,"urn:newsml:dpa.com:20090101:170411-99-39961/3"
"aylien",0.3333333333333333,0.125,0.18181818181818182,1,3,8,"urn:newsml:dpa.com:20090101:170412-99-40871/2"
"aylien",0.25,0.14285714285714285,0.18181818181818182,1,4,7,"urn:newsml:dpa.com:20090101:170412-99-51119/6"
"aylien",0.42857142857142855,0.16666666666666666,0.24,3,7,18,"urn:newsml:dpa.com:20090101:170412-99-51308/2"
"aylien",0.5,0.3333333333333333,0.4,2,4,6,"urn:newsml:dpa.com:20090101:170413-99-61539/4"
"aylien",0.1,0.05263157894736842,0.06896551724137931,1,10,19,"urn:newsml:dpa.com:20090101:170413-99-62975/3"
"aylien",0.5,0.125,0.2,1,2,8,"urn:newsml:dpa.com:20090101:170413-99-65872/2"
"aylien",0.5,0.2857142857142857,0.36363636363636365,2,4,7,"urn:newsml:dpa.com:20090101:170413-99-66505/4"
"aylien",0.2222222222222222,0.25,0.23529411764705882,2,9,8,"urn:newsml:dpa.com:20090101:170414-99-72504/2"
"aylien",0.5,0.125,0.2,1,2,8,"urn:newsml:dpa.com:20090101:170414-99-72710/2"
"aylien",0.16666666666666666,0.04878048780487805,0.07547169811320753,2,12,41,"urn:newsml:dpa.com:20090101:170414-99-73820/3"
"aylien",0.25,0.07352941176470588,0.11363636363636363,5,20,68,"urn:newsml:dpa.com:20090101:170414-99-75665/3"
"aylien",0.25,0.07142857142857142,0.11111111111111112,1,4,14,"urn:newsml:dpa.com:20090101:170415-99-78267/3"
"aylien",0.3333333333333333,0.2,0.25,1,3,5,"urn:newsml:dpa.com:20090101:170416-99-86960/2"
"aylien",1,0.375,0.5454545454545454,3,3,8,"urn:newsml:dpa.com:20090101:170416-99-88104/1"
"aylien",0.6666666666666666,0.2222222222222222,0.3333333333333333,2,3,9,"urn:newsml:dpa.com:20090101:170416-99-88330/2"
"aylien",0.07142857142857142,0.025,0.03703703703703704,1,14,40,"urn:newsml:dpa.com:20090101:170416-99-90704/2"
"aylien",0.25,0.058823529411764705,0.09523809523809523,1,4,17,"urn:newsml:dpa.com:20090101:170416-99-90992/9"
"aylien",0.07692307692307693,0.023809523809523808,0.03636363636363636,1,13,42,"urn:newsml:dpa.com:20090101:170416-99-92827/4"
"aylien",1,1,1,1,1,1,"urn:newsml:dpa.com:20090101:170417-99-94351/1"
"aylien",0.3333333333333333,0.13043478260869565,0.18750000000000003,3,9,23,"urn:newsml:dpa.com:20090101:170417-99-97950/3"
"aylien",0.23076923076923078,0.0759493670886076,0.11428571428571428,6,26,79,"urn:newsml:dpa.com:20090101:170418-99-103750/2"
"aylien",1,1,1,1,1,1,"urn:newsml:dpa.com:20090101:170418-99-104186/2"
"aylien",0.875,0.25,0.3888888888888889,7,8,28,"urn:newsml:dpa.com:20090101:170418-99-109693/4"
"aylien",0.3333333333333333,0.16666666666666666,0.2222222222222222,2,6,12,"urn:newsml:dpa.com:20090101:170419-99-115489/3"
"aylien",0.3333333333333333,0.1111111111111111,0.16666666666666666,1,3,9,"urn:newsml:dpa.com:20090101:170419-99-117674/2"
"aylien",0.25,0.05,0.08333333333333334,3,12,60,"urn:newsml:dpa.com:20090101:170419-99-125759/4"
"aylien",0.25,0.09090909090909091,0.13333333333333333,1,4,11,"urn:newsml:dpa.com:20090101:170420-99-132118/2"
"aylien",0.034482758620689655,0.017857142857142856,0.023529411764705882,1,29,56,"urn:newsml:dpa.com:20090101:170420-99-137375/1"
"aylien",0.25,0.1111111111111111,0.15384615384615383,1,4,9,"urn:newsml:dpa.com:20090101:170423-99-170079/2"
"aylien",0.5333333333333333,0.2857142857142857,0.37209302325581395,8,15,28,"urn:newsml:dpa.com:20090101:170423-99-170164/2"
"aylien",0.2,0.08333333333333333,0.11764705882352941,1,5,12,"urn:newsml:dpa.com:20090101:170424-99-185749/3"
"aylien",0.2,0.045454545454545456,0.07407407407407407,1,5,22,"urn:newsml:dpa.com:20090101:170425-99-195092/4"
"aylien",0.25,0.08333333333333333,0.125,1,4,12,"urn:newsml:dpa.com:20090101:170425-99-196929/7"
"aylien",0.3333333333333333,0.1,0.15384615384615383,1,3,10,"urn:newsml:dpa.com:20090101:170425-99-199525/4"
"aylien",0.16666666666666666,0.07272727272727272,0.10126582278481011,4,24,55,"urn:newsml:dpa.com:20090101:170426-99-209057/5"
"aylien",0.2,0.058823529411764705,0.0909090909090909,2,10,34,"urn:newsml:dpa.com:20090101:170426-99-209935/14"
"aylien",0.6666666666666666,0.16666666666666666,0.26666666666666666,2,3,12,"urn:newsml:dpa.com:20090101:170426-99-213412/2"
"aylien",0.2,0.09090909090909091,0.12500000000000003,2,10,22,"urn:newsml:dpa.com:20090101:170426-99-213806/1"
"aylien",0.125,0.041666666666666664,0.0625,1,8,24,"urn:newsml:dpa.com:20090101:170426-99-214108/2"
"aylien",0.08,0.041666666666666664,0.0547945205479452,2,25,48,"urn:newsml:dpa.com:20090101:170427-99-233386/4"
"aylien",0.1111111111111111,0.041666666666666664,0.06060606060606061,2,18,48,"urn:newsml:dpa.com:20090101:170428-99-253795/2"
"aylien",0.4166666666666667,0.09009009009009009,0.14814814814814814,10,24,111,"urn:newsml:dpa.com:20090101:170429-99-255848/2"
"aylien",0.5,0.16666666666666666,0.25,1,2,6,"urn:newsml:dpa.com:20090101:170429-99-258159/2"
"aylien",0.4,0.10526315789473684,0.16666666666666666,2,5,19,"urn:newsml:dpa.com:20090101:170429-99-261669/4"
"aylien",0.058823529411764705,0.0196078431372549,0.029411764705882353,1,17,51,"urn:newsml:dpa.com:20090101:170502-90-025001/2"
"aylien",0.375,0.1875,0.25,3,8,16,"urn:newsml:dpa.com:20090101:170502-99-283326/4"
"aylien",0.2727272727272727,0.09090909090909091,0.13636363636363635,3,11,33,"urn:newsml:dpa.com:20090101:170502-99-285992/24"
"aylien",0.13636363636363635,0.0379746835443038,0.0594059405940594,6,44,158,"urn:newsml:dpa.com:20090101:170502-99-293667/3"
"aylien",0.3333333333333333,0.08695652173913043,0.13793103448275862,2,6,23,"urn:newsml:dpa.com:20090101:170503-99-306949/7"
"aylien",0.1111111111111111,0.03125,0.04878048780487805,2,18,64,"urn:newsml:dpa.com:20090101:170503-99-309261/15"
"aylien",0.2,0.07142857142857142,0.10526315789473682,1,5,14,"urn:newsml:dpa.com:20090101:170504-99-310976/5"
"aylien",0.26666666666666666,0.10526315789473684,0.1509433962264151,4,15,38,"urn:newsml:dpa.com:20090101:170504-99-319635/7"
"aylien",0.5,0.2,0.28571428571428575,1,2,5,"urn:newsml:dpa.com:20090101:170505-99-328224/3"
"aylien",0.2222222222222222,0.08571428571428572,0.12371134020618554,6,27,70,"urn:newsml:dpa.com:20090101:170505-99-328229/4"
"aylien",0.3333333333333333,0.14285714285714285,0.2,1,3,7,"urn:newsml:dpa.com:20090101:170505-99-330290/4"
"aylien",0.3333333333333333,0.07142857142857142,0.11764705882352941,1,3,14,"urn:newsml:dpa.com:20090101:170506-99-343279/2"
"aylien",0.2727272727272727,0.1111111111111111,0.15789473684210525,3,11,27,"urn:newsml:dpa.com:20090101:170507-99-350402/16"
"aylien",0.2,0.07692307692307693,0.1111111111111111,1,5,13,"urn:newsml:dpa.com:20090101:170507-99-351680/3"
"aylien",0.2,0.056818181818181816,0.08849557522123894,5,25,88,"urn:newsml:dpa.com:20090101:170507-99-352849/13"
