"tool","precision","recall","f_measure","overlap","counter_tool","counter_txtwerk","dpa_id"
"dandelion",0.7692307692307693,0.5,0.6060606060606061,10,13,20,"urn:newsml:dpa.com:20090101:170411-99-37760/6"
"dandelion",0.6,0.5,0.5454545454545454,3,5,6,"urn:newsml:dpa.com:20090101:170411-99-38298/1"
"dandelion",0.625,0.625,0.625,5,8,8,"urn:newsml:dpa.com:20090101:170412-99-40871/2"
"dandelion",0.4,0.8571428571428571,0.5454545454545455,6,15,7,"urn:newsml:dpa.com:20090101:170412-99-51119/6"
"dandelion",0.65,0.7222222222222222,0.6842105263157895,13,20,18,"urn:newsml:dpa.com:20090101:170412-99-51308/2"
"dandelion",0.6470588235294118,0.5789473684210527,0.6111111111111113,11,17,19,"urn:newsml:dpa.com:20090101:170412-99-53064/2"
"dandelion",0.5,0.5,0.5,2,4,4,"urn:newsml:dpa.com:20090101:170412-99-53810/1"
"dandelion",1,0.8333333333333334,0.9090909090909091,5,5,6,"urn:newsml:dpa.com:20090101:170413-99-61539/4"
"dandelion",0.5,0.5789473684210527,0.5365853658536586,11,22,19,"urn:newsml:dpa.com:20090101:170413-99-62975/3"
"dandelion",0.75,0.75,0.75,6,8,8,"urn:newsml:dpa.com:20090101:170413-99-65872/2"
"dandelion",0.4444444444444444,0.5714285714285714,0.5,4,9,7,"urn:newsml:dpa.com:20090101:170413-99-66505/4"
"dandelion",0.5454545454545454,0.75,0.631578947368421,6,11,8,"urn:newsml:dpa.com:20090101:170414-99-72504/2"
"dandelion",0.7777777777777778,0.875,0.823529411764706,7,9,8,"urn:newsml:dpa.com:20090101:170414-99-72710/2"
"dandelion",0.6538461538461539,0.75,0.6986301369863015,51,78,68,"urn:newsml:dpa.com:20090101:170414-99-75665/3"
"dandelion",0.8666666666666667,0.9285714285714286,0.896551724137931,13,15,14,"urn:newsml:dpa.com:20090101:170415-99-78267/3"
"dandelion",0.2857142857142857,0.4,0.3333333333333333,2,7,5,"urn:newsml:dpa.com:20090101:170416-99-86960/2"
"dandelion",0.7142857142857143,0.625,0.6666666666666666,5,7,8,"urn:newsml:dpa.com:20090101:170416-99-88104/1"
"dandelion",0.8888888888888888,0.8888888888888888,0.8888888888888888,8,9,9,"urn:newsml:dpa.com:20090101:170416-99-88330/2"
"dandelion",0.46153846153846156,0.6,0.5217391304347826,24,52,40,"urn:newsml:dpa.com:20090101:170416-99-90704/2"
"dandelion",0.6666666666666666,0.7058823529411765,0.6857142857142857,12,18,17,"urn:newsml:dpa.com:20090101:170416-99-90992/9"
"dandelion",0.723404255319149,0.8095238095238095,0.7640449438202246,34,47,42,"urn:newsml:dpa.com:20090101:170416-99-92827/4"
"dandelion",1,1,1,1,1,1,"urn:newsml:dpa.com:20090101:170417-99-94351/1"
"dandelion",0.7,0.6086956521739131,0.6511627906976744,14,20,23,"urn:newsml:dpa.com:20090101:170417-99-97950/3"
"dandelion",1,1,1,1,1,1,"urn:newsml:dpa.com:20090101:170418-99-104186/2"
"dandelion",1,0.625,0.7692307692307693,10,10,16,"urn:newsml:dpa.com:20090101:170418-99-107491/2"
"dandelion",0.47619047619047616,0.7142857142857143,0.5714285714285714,20,42,28,"urn:newsml:dpa.com:20090101:170418-99-109693/4"
"dandelion",0.14285714285714285,0.14285714285714285,0.14285714285714285,1,7,7,"urn:newsml:dpa.com:20090101:170418-99-112989/1"
"dandelion",0.6,0.5,0.5454545454545454,3,5,6,"urn:newsml:dpa.com:20090101:170419-90-027194/2"
"dandelion",0.6,0.5,0.5454545454545454,6,10,12,"urn:newsml:dpa.com:20090101:170419-99-115489/3"
"dandelion",1,0.6666666666666666,0.8,6,6,9,"urn:newsml:dpa.com:20090101:170419-99-117674/2"
"dandelion",0.5,0.6363636363636364,0.56,7,14,11,"urn:newsml:dpa.com:20090101:170420-99-132118/2"
"dandelion",0.6923076923076923,0.48214285714285715,0.5684210526315789,27,39,56,"urn:newsml:dpa.com:20090101:170420-99-137375/1"
"dandelion",0.5294117647058824,0.6923076923076923,0.5999999999999999,9,17,13,"urn:newsml:dpa.com:20090101:170421-99-154898/5"
"dandelion",0.625,0.5555555555555556,0.5882352941176471,5,8,9,"urn:newsml:dpa.com:20090101:170423-99-170079/2"
"dandelion",0.7916666666666666,0.6785714285714286,0.7307692307692307,19,24,28,"urn:newsml:dpa.com:20090101:170423-99-170164/2"
"dandelion",0.6666666666666666,0.6666666666666666,0.6666666666666666,8,12,12,"urn:newsml:dpa.com:20090101:170424-99-182849/2"
"dandelion",0.8333333333333334,1,0.9090909090909091,5,6,5,"urn:newsml:dpa.com:20090101:170424-99-184667/6"
"dandelion",0.6666666666666666,0.5,0.5714285714285715,6,9,12,"urn:newsml:dpa.com:20090101:170424-99-185749/3"
"dandelion",0.625,0.5555555555555556,0.5882352941176471,5,8,9,"urn:newsml:dpa.com:20090101:170424-99-186656/2"
"dandelion",0.631578947368421,0.5454545454545454,0.5853658536585366,12,19,22,"urn:newsml:dpa.com:20090101:170425-99-195092/4"
"dandelion",0.375,0.75,0.5,9,24,12,"urn:newsml:dpa.com:20090101:170425-99-196929/7"
"dandelion",0.6923076923076923,0.9,0.7826086956521738,9,13,10,"urn:newsml:dpa.com:20090101:170425-99-199525/4"
"dandelion",0.6875,0.6470588235294118,0.6666666666666667,22,32,34,"urn:newsml:dpa.com:20090101:170426-99-209935/14"
"dandelion",0.5384615384615384,0.5833333333333334,0.5599999999999999,7,13,12,"urn:newsml:dpa.com:20090101:170426-99-213412/2"
"dandelion",0.9230769230769231,0.5454545454545454,0.6857142857142856,12,13,22,"urn:newsml:dpa.com:20090101:170426-99-213806/1"
"dandelion",0.6666666666666666,0.8333333333333334,0.7407407407407408,20,30,24,"urn:newsml:dpa.com:20090101:170426-99-214108/2"
"dandelion",0.5714285714285714,0.4,0.47058823529411764,4,7,10,"urn:newsml:dpa.com:20090101:170426-99-217047/2"
"dandelion",0.46153846153846156,0.625,0.5309734513274336,30,65,48,"urn:newsml:dpa.com:20090101:170428-99-253795/2"
"dandelion",0.6,0.8571428571428571,0.7058823529411764,6,10,7,"urn:newsml:dpa.com:20090101:170429-99-255861/3"
"dandelion",0.75,1,0.8571428571428571,6,8,6,"urn:newsml:dpa.com:20090101:170429-99-258159/2"
"dandelion",0.5,0.6428571428571429,0.5625000000000001,9,18,14,"urn:newsml:dpa.com:20090101:170429-99-261646/2"
"dandelion",0.6842105263157895,0.6842105263157895,0.6842105263157895,13,19,19,"urn:newsml:dpa.com:20090101:170429-99-261669/4"
"dandelion",0.5555555555555556,0.9375,0.6976744186046512,15,27,16,"urn:newsml:dpa.com:20090101:170502-99-283326/4"
"dandelion",0.4,0.5,0.4444444444444445,8,20,16,"urn:newsml:dpa.com:20090101:170502-99-285953/2"
"dandelion",0.6756756756756757,0.7575757575757576,0.7142857142857142,25,37,33,"urn:newsml:dpa.com:20090101:170502-99-285992/24"
"dandelion",0.54,0.421875,0.4736842105263158,27,50,64,"urn:newsml:dpa.com:20090101:170503-99-309261/15"
"dandelion",0.3333333333333333,1,0.5,1,3,1,"urn:newsml:dpa.com:20090101:170504-99-313375/3"
"dandelion",0.6666666666666666,0.6153846153846154,0.64,8,12,13,"urn:newsml:dpa.com:20090101:170504-99-313752/2"
"dandelion",0.7804878048780488,0.8421052631578947,0.810126582278481,32,41,38,"urn:newsml:dpa.com:20090101:170504-99-319635/7"
"dandelion",0.3333333333333333,0.6,0.42857142857142855,3,9,5,"urn:newsml:dpa.com:20090101:170505-99-328224/3"
"dandelion",0.5225225225225225,0.8285714285714286,0.6408839779005524,58,111,70,"urn:newsml:dpa.com:20090101:170505-99-328229/4"
"dandelion",0.5,0.2857142857142857,0.36363636363636365,2,4,7,"urn:newsml:dpa.com:20090101:170505-99-330290/4"
"dandelion",0.7209302325581395,0.62,0.6666666666666666,31,43,50,"urn:newsml:dpa.com:20090101:170505-99-333463/2"
"dandelion",0.6666666666666666,0.6666666666666666,0.6666666666666666,4,6,6,"urn:newsml:dpa.com:20090101:170506-99-342100/6"
"dandelion",0.5555555555555556,0.5172413793103449,0.5357142857142857,15,27,29,"urn:newsml:dpa.com:20090101:170506-99-342495/8"
"dandelion",0.6071428571428571,0.6296296296296297,0.6181818181818182,17,28,27,"urn:newsml:dpa.com:20090101:170507-99-350402/16"
"dandelion",0.782608695652174,0.9,0.8372093023255814,18,23,20,"urn:newsml:dpa.com:20090101:170508-99-359371/3"
"dandelion",0.3333333333333333,1,0.5,1,3,1,"urn:newsml:dpa.com:20090101:170508-99-362291/3"
"dandelion",0.8125,0.8666666666666667,0.8387096774193549,13,16,15,"urn:newsml:dpa.com:20090101:170508-99-364486/3"
"dandelion",0.8333333333333334,0.625,0.7142857142857143,15,18,24,"urn:newsml:dpa.com:20090101:170508-99-368008/2"
"dandelion",1,1,1,1,1,1,"urn:newsml:dpa.com:20090101:170509-99-372903/2"
"dandelion",0.6666666666666666,0.7906976744186046,0.7234042553191489,34,51,43,"urn:newsml:dpa.com:20090101:170510-99-391388/6"
"dandelion",0.6818181818181818,0.7894736842105263,0.7317073170731707,30,44,38,"urn:newsml:dpa.com:20090101:170511-99-411725/6"
"dandelion",0.38095238095238093,0.4444444444444444,0.41025641025641024,8,21,18,"urn:newsml:dpa.com:20090101:170512-90-017217/4"
"dandelion",0.56,0.7777777777777778,0.6511627906976745,14,25,18,"urn:newsml:dpa.com:20090101:170512-99-418490/2"
"dandelion",0.6896551724137931,0.625,0.6557377049180328,20,29,32,"urn:newsml:dpa.com:20090101:170512-99-423407/14"
"dandelion",0.45,0.6428571428571429,0.5294117647058824,18,40,28,"urn:newsml:dpa.com:20090101:170513-99-439144/5"
"dandelion",0.5,0.8888888888888888,0.64,8,16,9,"urn:newsml:dpa.com:20090101:170514-99-448673/2"
"dandelion",0.5769230769230769,0.6521739130434783,0.6122448979591837,15,26,23,"urn:newsml:dpa.com:20090101:170514-99-450464/11"
"dandelion",0.6232876712328768,0.6893939393939394,0.6546762589928058,91,146,132,"urn:newsml:dpa.com:20090101:170515-99-462806/6"
"dandelion",0.5,0.3076923076923077,0.380952380952381,4,8,13,"urn:newsml:dpa.com:20090101:170516-99-466860/2"
"dandelion",1,0.6666666666666666,0.8,6,6,9,"urn:newsml:dpa.com:20090101:170516-99-471409/3"
"dandelion",0.5769230769230769,0.6818181818181818,0.6249999999999999,15,26,22,"urn:newsml:dpa.com:20090101:170516-99-471555/3"
"dandelion",0.5333333333333333,0.7058823529411765,0.6075949367088608,24,45,34,"urn:newsml:dpa.com:20090101:170517-99-484787/21"
"dandelion",0.6363636363636364,0.7,0.6666666666666666,14,22,20,"urn:newsml:dpa.com:20090101:170517-99-493374/8"
"dandelion",0.6666666666666666,0.5,0.5714285714285715,4,6,8,"urn:newsml:dpa.com:20090101:170518-99-501818/2"
"dandelion",0.4230769230769231,0.9166666666666666,0.5789473684210527,11,26,12,"urn:newsml:dpa.com:20090101:170519-99-514139/3"
"dandelion",0.8888888888888888,0.8,0.8421052631578948,16,18,20,"urn:newsml:dpa.com:20090101:170519-99-515671/4"
"dandelion",0.7142857142857143,0.5,0.588235294117647,10,14,20,"urn:newsml:dpa.com:20090101:170519-99-518190/14"
"dandelion",0.8461538461538461,0.55,0.6666666666666667,11,13,20,"urn:newsml:dpa.com:20090101:170519-99-520411/7"
"dandelion",0.45454545454545453,0.8333333333333334,0.5882352941176471,5,11,6,"urn:newsml:dpa.com:20090101:170519-99-521593/2"
"dandelion",0.8888888888888888,0.6153846153846154,0.7272727272727274,8,9,13,"urn:newsml:dpa.com:20090101:170519-99-523889/4"
"dandelion",0.875,0.5833333333333334,0.7000000000000001,7,8,12,"urn:newsml:dpa.com:20090101:170520-99-529303/3"
"dandelion",0.8181818181818182,0.75,0.7826086956521738,27,33,36,"urn:newsml:dpa.com:20090101:170520-99-529692/2"
"dandelion",0.40816326530612246,0.45454545454545453,0.4301075268817204,20,49,44,"urn:newsml:dpa.com:20090101:170522-99-551898/12"
"dandelion",0.4,0.47058823529411764,0.4324324324324324,16,40,34,"urn:newsml:dpa.com:20090101:170522-99-556187/5"
"dandelion",0.4523809523809524,0.475,0.46341463414634143,19,42,40,"urn:newsml:dpa.com:20090101:170523-99-569260/2"
"dandelion",0.6,0.8571428571428571,0.7058823529411764,6,10,7,"urn:newsml:dpa.com:20090101:170524-99-582074/4"
"dandelion",0.5555555555555556,0.9090909090909091,0.6896551724137931,10,18,11,"urn:newsml:dpa.com:20090101:170526-99-604256/2"
"dandelion",0.5,0.45714285714285713,0.4776119402985075,16,32,35,"urn:newsml:dpa.com:20090101:170526-99-610102/3"
"dandelion",0.7142857142857143,0.7142857142857143,0.7142857142857143,10,14,14,"urn:newsml:dpa.com:20090101:170526-99-612770/2"
"dandelion",0.7222222222222222,0.7222222222222222,0.7222222222222222,13,18,18,"urn:newsml:dpa.com:20090101:170526-99-612882/2"
"dandelion",0.5,0.5333333333333333,0.5161290322580646,8,16,15,"urn:newsml:dpa.com:20090101:170527-99-617429/4"
"dandelion",0.6538461538461539,0.8947368421052632,0.7555555555555555,17,26,19,"urn:newsml:dpa.com:20090101:170527-99-618317/2"
"dandelion",0.6470588235294118,0.6470588235294118,0.6470588235294118,11,17,17,"urn:newsml:dpa.com:20090101:170527-99-619249/2"
"dandelion",0.5555555555555556,0.6666666666666666,0.606060606060606,10,18,15,"urn:newsml:dpa.com:20090101:170527-99-621674/2"
"dandelion",0.6,0.631578947368421,0.6153846153846154,12,20,19,"urn:newsml:dpa.com:20090101:170529-99-635596/14"
"dandelion",0.5,0.75,0.6,33,66,44,"urn:newsml:dpa.com:20090101:170529-99-636063/3"
"dandelion",0.7058823529411765,0.5,0.5853658536585366,12,17,24,"urn:newsml:dpa.com:20090101:170530-99-652208/5"
"dandelion",0.5,0.75,0.6,3,6,4,"urn:newsml:dpa.com:20090101:170530-99-652872/1"
"dandelion",0.5714285714285714,0.6153846153846154,0.5925925925925927,8,14,13,"urn:newsml:dpa.com:20090101:170530-99-655011/8"
"dandelion",0.5294117647058824,0.36,0.42857142857142855,9,17,25,"urn:newsml:dpa.com:20090101:170530-99-659063/4"
"dandelion",0.6666666666666666,0.5333333333333333,0.5925925925925926,8,12,15,"urn:newsml:dpa.com:20090101:170531-99-666630/3"
"dandelion",0.8,0.5714285714285714,0.6666666666666666,8,10,14,"urn:newsml:dpa.com:20090101:170531-99-671441/7"
"dandelion",0.75,0.75,0.75,15,20,20,"urn:newsml:dpa.com:20090101:170601-99-683131/2"
"dandelion",0.5416666666666666,0.5,0.52,13,24,26,"urn:newsml:dpa.com:20090101:170601-99-683403/3"
"dandelion",0.6428571428571429,0.6,0.6206896551724138,9,14,15,"urn:newsml:dpa.com:20090101:170601-99-686825/4"
"dandelion",0.7857142857142857,0.6111111111111112,0.6875000000000001,11,14,18,"urn:newsml:dpa.com:20090101:170601-99-686948/3"
"dandelion",0.75,1,0.8571428571428571,3,4,3,"urn:newsml:dpa.com:20090101:170602-99-694584/4"
"dandelion",0.75,0.8181818181818182,0.7826086956521738,9,12,11,"urn:newsml:dpa.com:20090101:170602-99-695043/6"
"dandelion",0.8181818181818182,0.9,0.8571428571428572,9,11,10,"urn:newsml:dpa.com:20090101:170602-99-698230/2"
"dandelion",0.8461538461538461,0.6875,0.7586206896551724,11,13,16,"urn:newsml:dpa.com:20090101:170603-99-708352/3"
"dandelion",0.7333333333333333,0.7333333333333333,0.7333333333333333,11,15,15,"urn:newsml:dpa.com:20090101:170604-99-720408/5"
"dandelion",0.55,0.7857142857142857,0.6470588235294117,11,20,14,"urn:newsml:dpa.com:20090101:170605-99-724036/2"
"dandelion",1,0.75,0.8571428571428571,6,6,8,"urn:newsml:dpa.com:20090101:170605-99-725176/3"
"dandelion",0.37037037037037035,0.5555555555555556,0.4444444444444445,20,54,36,"urn:newsml:dpa.com:20090101:170605-99-727808/5"
"dandelion",0.5454545454545454,0.8571428571428571,0.6666666666666665,6,11,7,"urn:newsml:dpa.com:20090101:170605-99-728589/2"
"textrazor",0.6,0.46153846153846156,0.5217391304347826,6,10,13,"urn:newsml:dpa.com:20090101:170216-99-318704/11"
"textrazor",0.35294117647058826,0.6,0.4444444444444445,6,17,10,"urn:newsml:dpa.com:20090101:170220-99-361784/2"
"textrazor",0.6206896551724138,0.8372093023255814,0.7128712871287128,36,58,43,"urn:newsml:dpa.com:20090101:170221-99-370286/3"
"textrazor",0.40625,0.48148148148148145,0.4406779661016949,13,32,27,"urn:newsml:dpa.com:20090101:170221-99-372882/9"
"textrazor",0.5384615384615384,0.7954545454545454,0.6422018348623854,35,65,44,"urn:newsml:dpa.com:20090101:170221-99-377310/4"
"textrazor",0.4166666666666667,0.3333333333333333,0.3703703703703704,5,12,15,"urn:newsml:dpa.com:20090101:170221-99-379969/2"
"textrazor",0.5909090909090909,0.65,0.6190476190476191,26,44,40,"urn:newsml:dpa.com:20090101:170222-90-024563/2"
"textrazor",0.6428571428571429,0.6428571428571429,0.6428571428571429,9,14,14,"urn:newsml:dpa.com:20090101:170222-99-389788/2"
"textrazor",0.5751633986928104,0.8073394495412844,0.6717557251908397,88,153,109,"urn:newsml:dpa.com:20090101:170222-99-391294/2"
"textrazor",0.5294117647058824,0.6428571428571429,0.5806451612903226,9,17,14,"urn:newsml:dpa.com:20090101:170223-99-399051/2"
"textrazor",0.6538461538461539,0.7391304347826086,0.693877551020408,17,26,23,"urn:newsml:dpa.com:20090101:170223-99-401922/5"
"textrazor",0.6956521739130435,0.8,0.7441860465116279,16,23,20,"urn:newsml:dpa.com:20090101:170223-99-408779/10"
"textrazor",0.4067796610169492,0.5853658536585366,0.48,24,59,41,"urn:newsml:dpa.com:20090101:170224-99-421725/2"
"textrazor",0.5714285714285714,0.5714285714285714,0.5714285714285714,8,14,14,"urn:newsml:dpa.com:20090101:170224-99-422092/2"
"textrazor",0.2857142857142857,0.2857142857142857,0.2857142857142857,2,7,7,"urn:newsml:dpa.com:20090101:170224-99-422249/4"
"textrazor",0.36363636363636365,0.6153846153846154,0.4571428571428572,8,22,13,"urn:newsml:dpa.com:20090101:170224-99-422406/2"
"textrazor",0.6666666666666666,0.6666666666666666,0.6666666666666666,2,3,3,"urn:newsml:dpa.com:20090101:170224-99-424234/1"
"textrazor",0.7142857142857143,0.8333333333333334,0.7692307692307692,5,7,6,"urn:newsml:dpa.com:20090101:170226-99-439868/2"
"textrazor",0.7142857142857143,0.625,0.6666666666666666,5,7,8,"urn:newsml:dpa.com:20090101:170226-99-440162/2"
"textrazor",0.6288659793814433,0.8356164383561644,0.7176470588235294,61,97,73,"urn:newsml:dpa.com:20090101:170226-99-440228/2"
"textrazor",0.8666666666666667,0.9285714285714286,0.896551724137931,13,15,14,"urn:newsml:dpa.com:20090101:170226-99-442102/2"
"textrazor",0.3575757575757576,0.5784313725490197,0.44194756554307124,59,165,102,"urn:newsml:dpa.com:20090101:170226-99-445301/2"
"textrazor",0.5409836065573771,0.6,0.5689655172413793,33,61,55,"urn:newsml:dpa.com:20090101:170227-99-451895/7"
"textrazor",0.6071428571428571,0.7727272727272727,0.68,17,28,22,"urn:newsml:dpa.com:20090101:170227-99-452755/2"
"textrazor",0.5675675675675675,0.75,0.6461538461538462,21,37,28,"urn:newsml:dpa.com:20090101:170227-99-452852/5"
"textrazor",0.6,0.5454545454545454,0.5714285714285713,6,10,11,"urn:newsml:dpa.com:20090101:170227-99-453134/6"
"textrazor",0.37735849056603776,0.8333333333333334,0.5194805194805195,20,53,24,"urn:newsml:dpa.com:20090101:170227-99-459704/6"
"textrazor",0.6666666666666666,0.6,0.631578947368421,6,9,10,"urn:newsml:dpa.com:20090101:170227-99-460140/2"
"textrazor",0.40718562874251496,0.6476190476190476,0.5,68,167,105,"urn:newsml:dpa.com:20090101:170227-99-460405/2"
"textrazor",0.4,0.4,0.4000000000000001,4,10,10,"urn:newsml:dpa.com:20090101:170228-99-462758/3"
"textrazor",0.4307692307692308,0.7567567567567568,0.5490196078431373,28,65,37,"urn:newsml:dpa.com:20090101:170228-99-467319/8"
"textrazor",0.5238095238095238,0.44,0.4782608695652174,11,21,25,"urn:newsml:dpa.com:20090101:170228-99-467750/3"
"textrazor",0.7948717948717948,0.5535714285714286,0.6526315789473683,31,39,56,"urn:newsml:dpa.com:20090101:170228-99-467910/4"
"textrazor",0.6,0.5,0.5454545454545454,3,5,6,"urn:newsml:dpa.com:20090101:170228-99-468562/3"
"textrazor",0.6666666666666666,0.7272727272727273,0.6956521739130435,8,12,11,"urn:newsml:dpa.com:20090101:170228-99-470222/2"
"textrazor",0.5384615384615384,0.7777777777777778,0.6363636363636364,7,13,9,"urn:newsml:dpa.com:20090101:170228-99-470344/6"
"textrazor",0.6875,0.7333333333333333,0.7096774193548386,11,16,15,"urn:newsml:dpa.com:20090101:170228-99-470631/12"
"textrazor",0.42105263157894735,0.6153846153846154,0.5,8,19,13,"urn:newsml:dpa.com:20090101:170228-99-470708/4"
"textrazor",0.5,0.625,0.5555555555555556,10,20,16,"urn:newsml:dpa.com:20090101:170228-99-470921/2"
"textrazor",0.5342465753424658,0.7222222222222222,0.6141732283464567,39,73,54,"urn:newsml:dpa.com:20090101:170228-99-472936/11"
"textrazor",0.48,0.6666666666666666,0.5581395348837209,12,25,18,"urn:newsml:dpa.com:20090101:170301-99-476037/6"
"textrazor",0.7407407407407407,0.7407407407407407,0.7407407407407407,20,27,27,"urn:newsml:dpa.com:20090101:170301-99-477950/3"
"textrazor",0.7777777777777778,0.5,0.6086956521739131,7,9,14,"urn:newsml:dpa.com:20090101:170301-99-483393/3"
"textrazor",0.4444444444444444,0.4,0.4210526315789474,4,9,10,"urn:newsml:dpa.com:20090101:170301-99-487429/4"
"textrazor",0.4,0.5,0.4444444444444445,4,10,8,"urn:newsml:dpa.com:20090101:170301-99-487648/2"
"textrazor",0.8,0.6666666666666666,0.7272727272727272,8,10,12,"urn:newsml:dpa.com:20090101:170302-99-492956/2"
"textrazor",0.6285714285714286,0.7333333333333333,0.6769230769230768,22,35,30,"urn:newsml:dpa.com:20090101:170302-99-496162/11"
"textrazor",0.75,0.6666666666666666,0.7058823529411765,6,8,9,"urn:newsml:dpa.com:20090101:170302-99-496210/12"
"textrazor",0.5316455696202531,0.4666666666666667,0.4970414201183432,42,79,90,"urn:newsml:dpa.com:20090101:170302-99-498951/11"
"textrazor",0.509090909090909,0.6511627906976745,0.5714285714285714,28,55,43,"urn:newsml:dpa.com:20090101:170302-99-500593/12"
"textrazor",0.6153846153846154,0.6153846153846154,0.6153846153846154,8,13,13,"urn:newsml:dpa.com:20090101:170302-99-506205/2"
"textrazor",0.4260869565217391,0.6950354609929078,0.5283018867924528,98,230,141,"urn:newsml:dpa.com:20090101:170302-99-506837/2"
"textrazor",0.44680851063829785,0.7241379310344828,0.5526315789473684,21,47,29,"urn:newsml:dpa.com:20090101:170303-99-509262/16"
"textrazor",0.6666666666666666,0.7272727272727273,0.6956521739130435,8,12,11,"urn:newsml:dpa.com:20090101:170303-99-511349/10"
"textrazor",0.2222222222222222,0.3076923076923077,0.2580645161290323,4,18,13,"urn:newsml:dpa.com:20090101:170303-99-512566/2"
"textrazor",0.75,0.6666666666666666,0.7058823529411765,12,16,18,"urn:newsml:dpa.com:20090101:170303-99-513398/7"
"textrazor",0.4393939393939394,0.7073170731707317,0.5420560747663551,29,66,41,"urn:newsml:dpa.com:20090101:170303-99-520466/6"
"textrazor",0.29069767441860467,0.5,0.3676470588235294,25,86,50,"urn:newsml:dpa.com:20090101:170303-99-521061/7"
"textrazor",0.3564356435643564,0.5714285714285714,0.43902439024390244,36,101,63,"urn:newsml:dpa.com:20090101:170304-99-524261/2"
"textrazor",0.6363636363636364,0.7777777777777778,0.7000000000000001,14,22,18,"urn:newsml:dpa.com:20090101:170304-99-530297/3"
"textrazor",0.5,0.7142857142857143,0.588235294117647,10,20,14,"urn:newsml:dpa.com:20090101:170304-99-530891/2"
"textrazor",0.48,0.9230769230769231,0.631578947368421,12,25,13,"urn:newsml:dpa.com:20090101:170305-99-539444/6"
"textrazor",0.8125,1,0.896551724137931,13,16,13,"urn:newsml:dpa.com:20090101:170306-99-551536/2"
"textrazor",0.09090909090909091,0.14285714285714285,0.1111111111111111,1,11,7,"urn:newsml:dpa.com:20090101:170306-99-551801/3"
"textrazor",0.5263157894736842,0.6666666666666666,0.5882352941176471,10,19,15,"urn:newsml:dpa.com:20090101:170306-99-552708/3"
"textrazor",0.6923076923076923,0.9,0.7826086956521738,9,13,10,"urn:newsml:dpa.com:20090101:170306-99-553129/5"
"textrazor",0.6302521008403361,0.8241758241758241,0.7142857142857142,75,119,91,"urn:newsml:dpa.com:20090101:170306-99-553972/3"
"textrazor",0.6666666666666666,0.6666666666666666,0.6666666666666666,8,12,12,"urn:newsml:dpa.com:20090101:170306-99-555078/1"
"textrazor",0.6470588235294118,0.5238095238095238,0.5789473684210527,11,17,21,"urn:newsml:dpa.com:20090101:170307-99-559423/13"
"textrazor",0.4,0.6428571428571429,0.4931506849315069,18,45,28,"urn:newsml:dpa.com:20090101:170307-99-561039/3"
"textrazor",0.5625,0.7941176470588235,0.6585365853658537,27,48,34,"urn:newsml:dpa.com:20090101:170307-99-561920/6"
"textrazor",0.6862745098039216,0.813953488372093,0.7446808510638299,35,51,43,"urn:newsml:dpa.com:20090101:170307-99-566639/3"
"textrazor",0.8421052631578947,0.6956521739130435,0.761904761904762,16,19,23,"urn:newsml:dpa.com:20090101:170307-99-567983/5"
"textrazor",0.7222222222222222,0.9285714285714286,0.8125000000000001,13,18,14,"urn:newsml:dpa.com:20090101:170307-99-568175/2"
"textrazor",0.6666666666666666,0.8333333333333334,0.7407407407407408,10,15,12,"urn:newsml:dpa.com:20090101:170307-99-568583/2"
"textrazor",0.4166666666666667,0.7142857142857143,0.5263157894736842,10,24,14,"urn:newsml:dpa.com:20090101:170307-99-570478/2"
"textrazor",0.42748091603053434,0.7777777777777778,0.5517241379310345,56,131,72,"urn:newsml:dpa.com:20090101:170308-99-574006/2"
"textrazor",0.6486486486486487,0.6857142857142857,0.6666666666666667,24,37,35,"urn:newsml:dpa.com:20090101:170308-99-582711/3"
"textrazor",0.4861111111111111,0.6730769230769231,0.564516129032258,35,72,52,"urn:newsml:dpa.com:20090101:170308-99-583808/2"
"textrazor",0.6266666666666667,0.6714285714285714,0.6482758620689655,47,75,70,"urn:newsml:dpa.com:20090101:170308-99-584185/6"
"textrazor",0.2875,0.6052631578947368,0.38983050847457623,23,80,38,"urn:newsml:dpa.com:20090101:170308-99-584565/3"
"textrazor",0.6129032258064516,0.76,0.6785714285714285,19,31,25,"urn:newsml:dpa.com:20090101:170308-99-584896/3"
"textrazor",0.5833333333333334,0.5384615384615384,0.5599999999999999,7,12,13,"urn:newsml:dpa.com:20090101:170308-99-584947/4"
"textrazor",0.5333333333333333,1,0.6956521739130436,8,15,8,"urn:newsml:dpa.com:20090101:170308-99-585461/2"
"textrazor",0.5714285714285714,0.6,0.5853658536585366,12,21,20,"urn:newsml:dpa.com:20090101:170308-99-586041/3"
"textrazor",0.5555555555555556,0.6666666666666666,0.606060606060606,10,18,15,"urn:newsml:dpa.com:20090101:170309-99-590759/2"
"textrazor",0.3399014778325123,0.6,0.4339622641509433,69,203,115,"urn:newsml:dpa.com:20090101:170309-99-592682/2"
"textrazor",0.5714285714285714,0.6666666666666666,0.6153846153846153,8,14,12,"urn:newsml:dpa.com:20090101:170309-99-597523/2"
"textrazor",0.43333333333333335,0.7323943661971831,0.5445026178010471,52,120,71,"urn:newsml:dpa.com:20090101:170309-99-601191/2"
"textrazor",0.6,0.6,0.6,12,20,20,"urn:newsml:dpa.com:20090101:170309-99-603252/2"
"textrazor",0.38461538461538464,0.8333333333333334,0.5263157894736842,5,13,6,"urn:newsml:dpa.com:20090101:170310-99-608933/2"
