surface,label_1,uri_1,tool_1,label_2,uri_2,tool_2,id,dpa_id
Bayern,Bayern,Q980,txt_alt,"FC Bayern München",Q15789,textrazor,1132_1138,20090101:170224-99-421725/2
Bayern,Bayern,Q980,txt_alt,"FC Bayern München",Q15789,textrazor,1698_1704,20090101:170224-99-421725/2
Bayern,Bayern,Q980,txt_alt,"FC Bayern München",Q15789,textrazor,1921_1927,20090101:170224-99-421725/2
Palermo,Palermo,Q2656,txt_alt,"US Palermo",Q2674,ambiverse,3387_3394,20090101:170224-99-421725/2
"Saison 2015/16","Saison 2015/16",Q16621994,txt_alt,"Bundesliga 2015/16",Q18612911,dandelion,410_424,20090101:170224-99-422249/4
"Hohenschönhausen","Alt-Hohenschönhausen",Q675118,dandelion,"Gedenkstätte Berlin-Hohenschönhausen",Q390508,ambiverse,603_619,20090101:170224-99-422406/2
Pankow,Pankow,Q4707648,dandelion,Pankow,Q163012,ambiverse,624_630,20090101:170224-99-422406/2
Pankow,Pankow,Q163012,txtwerk,Pankow,Q4707648,dandelion,624_630,20090101:170224-99-422406/2
Pankow,Pankow,Q4707648,textrazor,Pankow,Q163012,ambiverse,624_630,20090101:170224-99-422406/2
Pankow,Pankow,Q4707648,textrazor,Pankow,Q163012,txtwerk,624_630,20090101:170224-99-422406/2
"Hohenschönhausen","Alt-Hohenschönhausen",Q675118,textrazor,"Gedenkstätte Berlin-Hohenschönhausen",Q390508,ambiverse,603_619,20090101:170224-99-422406/2
"Köpenick","Köpenick",Q480822,txt_alt,"Köpenick",Q521521,ambiverse,593_601,20090101:170224-99-422406/2
"Köpenick","Köpenick",Q480822,txt_alt,"Köpenick",Q521521,dandelion,593_601,20090101:170224-99-422406/2
"Köpenick","Köpenick",Q480822,txt_alt,"Köpenick",Q521521,txtwerk,593_601,20090101:170224-99-422406/2
"Köpenick","Köpenick",Q480822,txt_alt,"Köpenick",Q521521,textrazor,593_601,20090101:170224-99-422406/2
"Hohenschönhausen","Gedenkstätte Berlin-Hohenschönhausen",Q390508,txt_alt,"Alt-Hohenschönhausen",Q675118,dandelion,603_619,20090101:170224-99-422406/2
"Hohenschönhausen","Gedenkstätte Berlin-Hohenschönhausen",Q390508,txt_alt,"Alt-Hohenschönhausen",Q675118,textrazor,603_619,20090101:170224-99-422406/2
Pankow,Pankow,Q163012,txt_alt,Pankow,Q4707648,dandelion,624_630,20090101:170224-99-422406/2
Pankow,Pankow,Q163012,txt_alt,Pankow,Q4707648,textrazor,624_630,20090101:170224-99-422406/2
Washington,Washington,Q61,dandelion,"Vereinigte Staaten",Q30,ambiverse,151_161,20090101:170224-99-424234/1
Washington,"MaliVai Washington",Q54691,txtwerk,"Vereinigte Staaten",Q30,ambiverse,151_161,20090101:170224-99-424234/1
Washington,"MaliVai Washington",Q54691,txtwerk,Washington,Q61,dandelion,151_161,20090101:170224-99-424234/1
Washington,Washington,Q1223,aylien,"Vereinigte Staaten",Q30,ambiverse,151_161,20090101:170224-99-424234/1
Washington,Washington,Q1223,aylien,Washington,Q61,dandelion,151_161,20090101:170224-99-424234/1
Washington,Washington,Q1223,aylien,"MaliVai Washington",Q54691,txtwerk,151_161,20090101:170224-99-424234/1
Washington,Washington,Q61,textrazor,"Vereinigte Staaten",Q30,ambiverse,151_161,20090101:170224-99-424234/1
Washington,Washington,Q61,textrazor,"MaliVai Washington",Q54691,txtwerk,151_161,20090101:170224-99-424234/1
Washington,Washington,Q61,textrazor,Washington,Q1223,aylien,151_161,20090101:170224-99-424234/1
Hooligans,Hooligan,Q11690405,dandelion,Hooligans,Q1133132,ambiverse,632_641,20090101:170226-99-440162/2
Hooligans,Hooligans,Q1133132,txtwerk,Hooligan,Q11690405,dandelion,632_641,20090101:170226-99-440162/2
"Bundesrepublik Deutschland","Bundesrepublik Deutschland",Q713750,dandelion,Deutschland,Q183,ambiverse,1092_1118,20090101:170226-99-440228/2
Deutschland,"Deutsches Reich 1933–1945",Q7318,dandelion,Deutschland,Q183,ambiverse,1825_1836,20090101:170226-99-440228/2
Europas,"Europäische Union",Q458,dandelion,Europa,Q46,ambiverse,1853_1860,20090101:170226-99-440228/2
Deutschland,"Deutsches Kaiserreich",Q43287,dandelion,Deutschland,Q183,ambiverse,2281_2292,20090101:170226-99-440228/2
russischen,Russland,Q159,dandelion,Sowjetunion,Q15180,ambiverse,3269_3279,20090101:170226-99-440228/2
"Peter Stein","Peter Stein",Q2078469,dandelion,"Peter Stein",Q64421,ambiverse,4233_4244,20090101:170226-99-440228/2
Brandung,Brandung,Q2166353,txtwerk,Brandung,Q24492941,dandelion,194_202,20090101:170226-99-440228/2
Landesparteitag,Landesparteitag,Q1471955,txtwerk,Parteitag,Q2288051,dandelion,390_405,20090101:170226-99-440228/2
Deutschland,Deutschland,Q183,txtwerk,"Deutsches Reich 1933–1945",Q7318,dandelion,1825_1836,20090101:170226-99-440228/2
Deutschland,Deutschland,Q183,txtwerk,"Deutsches Kaiserreich",Q43287,dandelion,2281_2292,20090101:170226-99-440228/2
"Landtagswahl 2016","Landtagswahl in Baden-Württemberg 2016",Q19273524,txtwerk,"Landtagswahl in Mecklenburg-Vorpommern 2016",Q19912815,dandelion,2734_2751,20090101:170226-99-440228/2
Brandung,Brandung,Q2166353,txtwerk,Brandung,Q24492941,dandelion,3045_3053,20090101:170226-99-440228/2
"Peter Stein","Peter Stein",Q64421,txtwerk,"Peter Stein",Q2078469,dandelion,4233_4244,20090101:170226-99-440228/2
Europa,Europa,Q165170,aylien,Europa,Q46,ambiverse,3103_3109,20090101:170226-99-440228/2
Europa,Europa,Q165170,aylien,Europa,Q46,dandelion,3103_3109,20090101:170226-99-440228/2
Europa,Europa,Q165170,aylien,Europa,Q46,txtwerk,3103_3109,20090101:170226-99-440228/2
Vorpommern,Vorpommern,Q150108,aylien,Mecklenburg-Vorpommern,Q1196,txtwerk,718_728,20090101:170226-99-440228/2
"Peter Stein","Peter Stein",Q64421,aylien,"Peter Stein",Q2078469,dandelion,4233_4244,20090101:170226-99-440228/2
Europa,Europa,Q46,textrazor,Europa,Q165170,aylien,3103_3109,20090101:170226-99-440228/2
"Bundesrepublik Deutschland",Deutschland,Q183,textrazor,"Bundesrepublik Deutschland",Q713750,dandelion,1092_1118,20090101:170226-99-440228/2
Bundestagsabgeordnete,"Deutscher Bundestag",Q154797,textrazor,"Mitglied des Deutschen Bundestages",Q1939555,dandelion,4258_4279,20090101:170226-99-440228/2
Bundestagsabgeordnete,"Deutscher Bundestag",Q154797,textrazor,"Mitglied des Deutschen Bundestages",Q1939555,txtwerk,4258_4279,20090101:170226-99-440228/2
"Peter Stein","Peter Stein",Q64421,textrazor,"Peter Stein",Q2078469,dandelion,4233_4244,20090101:170226-99-440228/2
Vorpommern,Vorpommern,Q150108,textrazor,Mecklenburg-Vorpommern,Q1196,txtwerk,718_728,20090101:170226-99-440228/2
Deutschland,Deutschland,Q183,textrazor,"Deutsches Reich 1933–1945",Q7318,dandelion,1825_1836,20090101:170226-99-440228/2
russischen,Russland,Q159,textrazor,Sowjetunion,Q15180,ambiverse,3269_3279,20090101:170226-99-440228/2
"russischen Präsidenten","Präsident Russlands",Q218295,textrazor,"Wladimir Wladimirowitsch Putin",Q7747,txtwerk,3269_3291,20090101:170226-99-440228/2
Landesparteitag,Parteitag,Q2288051,textrazor,Landesparteitag,Q1471955,txtwerk,390_405,20090101:170226-99-440228/2
Deutschland,Deutschland,Q183,textrazor,"Deutsches Kaiserreich",Q43287,dandelion,2281_2292,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,ambiverse,4_7,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,dandelion,4_7,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,txtwerk,4_7,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,aylien,4_7,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,textrazor,4_7,20090101:170226-99-440228/2
Brandung,Brandung,Q668569,txt_alt,Brandung,Q24492941,dandelion,194_202,20090101:170226-99-440228/2
Brandung,Brandung,Q668569,txt_alt,Brandung,Q2166353,txtwerk,194_202,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,ambiverse,227_230,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,dandelion,227_230,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,txtwerk,227_230,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,textrazor,227_230,20090101:170226-99-440228/2
Vorpommern,Vorpommern,Q150108,txt_alt,Mecklenburg-Vorpommern,Q1196,txtwerk,718_728,20090101:170226-99-440228/2
Direktmandat,Direktmandat,Q1196727,txt_alt,Direktmandat,Q1227621,dandelion,785_797,20090101:170226-99-440228/2
Direktmandat,Direktmandat,Q1196727,txt_alt,Direktmandat,Q1227621,txtwerk,785_797,20090101:170226-99-440228/2
Direktmandat,Direktmandat,Q1196727,txt_alt,Direktmandat,Q1227621,textrazor,785_797,20090101:170226-99-440228/2
Deutschland,Deutschland,Q183,txt_alt,"Deutsches Reich 1933–1945",Q7318,dandelion,1825_1836,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,ambiverse,1925_1928,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,dandelion,1925_1928,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,txtwerk,1925_1928,20090101:170226-99-440228/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,textrazor,1925_1928,20090101:170226-99-440228/2
Deutschland,Deutschland,Q183,txt_alt,"Deutsches Kaiserreich",Q43287,dandelion,2281_2292,20090101:170226-99-440228/2
"Landtagswahl 2016","Landtagswahl in Baden-Württemberg 2016",Q19273524,txt_alt,"Landtagswahl in Mecklenburg-Vorpommern 2016",Q19912815,dandelion,2734_2751,20090101:170226-99-440228/2
Brandung,Brandung,Q668569,txt_alt,Brandung,Q24492941,dandelion,3045_3053,20090101:170226-99-440228/2
Brandung,Brandung,Q668569,txt_alt,Brandung,Q2166353,txtwerk,3045_3053,20090101:170226-99-440228/2
"Peter Stein","Peter Stein",Q64421,txt_alt,"Peter Stein",Q2078469,dandelion,4233_4244,20090101:170226-99-440228/2
Liederbach,"Liederbach am Taunus",Q373111,dandelion,Liederbach,Q383967,ambiverse,0_10,20090101:170226-99-442102/2
Liederbach,"Liederbach am Taunus",Q373111,dandelion,Liederbach,Q383967,ambiverse,81_91,20090101:170226-99-442102/2
Liederbach,"Liederbach am Taunus",Q373111,txtwerk,Liederbach,Q383967,ambiverse,0_10,20090101:170226-99-442102/2
Liederbach,"Liederbach am Taunus",Q373111,txtwerk,Liederbach,Q383967,ambiverse,81_91,20090101:170226-99-442102/2
Liederbach,"Liederbach am Taunus",Q373111,textrazor,Liederbach,Q383967,ambiverse,0_10,20090101:170226-99-442102/2
Liederbach,"Liederbach am Taunus",Q373111,textrazor,Liederbach,Q383967,ambiverse,81_91,20090101:170226-99-442102/2
Liederbach,"Liederbach am Taunus",Q373111,txt_alt,Liederbach,Q383967,ambiverse,0_10,20090101:170226-99-442102/2
Liederbach,"Liederbach am Taunus",Q373111,txt_alt,Liederbach,Q383967,ambiverse,81_91,20090101:170226-99-442102/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,ambiverse,162_165,20090101:170226-99-442102/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,dandelion,162_165,20090101:170226-99-442102/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,txtwerk,162_165,20090101:170226-99-442102/2
CDU,CDU,Q49754,txt_alt,"Christlich Demokratische Union Deutschlands",Q49762,textrazor,162_165,20090101:170226-99-442102/2
"Köln","Reichsstadt Köln",Q3972878,txtwerk,"Köln",Q365,ambiverse,575_579,20090101:170226-99-445301/2
"Köln","Reichsstadt Köln",Q3972878,txtwerk,"Köln",Q365,ambiverse,709_713,20090101:170226-99-445301/2
Lech,Lech,Q155841,txtwerk,"Lech Wałęsa",Q444,ambiverse,4441_4445,20090101:170226-99-445301/2
Lech,Lech,Q155841,txtwerk,"Lech Wałęsa",Q444,ambiverse,4574_4578,20090101:170226-99-445301/2
"Köln","Köln",Q365,aylien,"Reichsstadt Köln",Q3972878,txtwerk,709_713,20090101:170226-99-445301/2
Lech,Lech,Q155841,textrazor,"Lech Wałęsa",Q444,ambiverse,4441_4445,20090101:170226-99-445301/2
Lech,Lech,Q155841,textrazor,"Lech Wałęsa",Q444,ambiverse,4574_4578,20090101:170226-99-445301/2
"Königsdorf","Königsdorf",Q377715,textrazor,"Helga Königsdorf",Q108687,ambiverse,3790_3800,20090101:170226-99-445301/2
Buckingham,Buckinghamshire,Q23229,textrazor,Buckingham,Q1070140,aylien,6378_6388,20090101:170226-99-445301/2
"Köln","Köln",Q365,textrazor,"Reichsstadt Köln",Q3972878,txtwerk,709_713,20090101:170226-99-445301/2
"Köln","Köln",Q365,textrazor,"Reichsstadt Köln",Q3972878,txtwerk,575_579,20090101:170226-99-445301/2
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,ambiverse,575_579,20090101:170226-99-445301/2
"Köln","Köln",Q1954,txt_alt,"Reichsstadt Köln",Q3972878,txtwerk,575_579,20090101:170226-99-445301/2
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,textrazor,575_579,20090101:170226-99-445301/2
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,ambiverse,709_713,20090101:170226-99-445301/2
"Köln","Köln",Q1954,txt_alt,"Reichsstadt Köln",Q3972878,txtwerk,709_713,20090101:170226-99-445301/2
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,aylien,709_713,20090101:170226-99-445301/2
"Köln","Köln",Q1954,txt_alt,"Köln",Q365,textrazor,709_713,20090101:170226-99-445301/2
Fastnachtsmontag,"Karneval, Fastnacht und Fasching",Q4618,txt_alt,Rosenmontag,Q153134,txtwerk,759_775,20090101:170226-99-445301/2
Fastnachtsmontag,"Karneval, Fastnacht und Fasching",Q4618,txt_alt,Rosenmontag,Q153134,textrazor,759_775,20090101:170226-99-445301/2
Rottweil,Rottweil,Q8211,txt_alt,Rottweil,Q82960,ambiverse,855_863,20090101:170226-99-445301/2
Rottweil,Rottweil,Q8211,txt_alt,Rottweil,Q82960,txtwerk,855_863,20090101:170226-99-445301/2
Rottweil,Rottweil,Q8211,txt_alt,Rottweil,Q82960,textrazor,855_863,20090101:170226-99-445301/2
"Königsdorf",Frechen,Q6823,txt_alt,"Königsdorf",Q377715,textrazor,3705_3715,20090101:170226-99-445301/2
"Königsdorf",Frechen,Q6823,txt_alt,"Helga Königsdorf",Q108687,ambiverse,3790_3800,20090101:170226-99-445301/2
"Königsdorf",Frechen,Q6823,txt_alt,"Königsdorf",Q377715,textrazor,3790_3800,20090101:170226-99-445301/2
Lech,"Lech Kaczyński",Q2757,txt_alt,"Lech Wałęsa",Q444,ambiverse,4441_4445,20090101:170226-99-445301/2
Lech,"Lech Kaczyński",Q2757,txt_alt,Lech,Q155841,txtwerk,4441_4445,20090101:170226-99-445301/2
Lech,"Lech Kaczyński",Q2757,txt_alt,Lech,Q155841,textrazor,4441_4445,20090101:170226-99-445301/2
Lech,"Lech Kaczyński",Q2757,txt_alt,"Lech Wałęsa",Q444,ambiverse,4574_4578,20090101:170226-99-445301/2
Lech,"Lech Kaczyński",Q2757,txt_alt,Lech,Q155841,txtwerk,4574_4578,20090101:170226-99-445301/2
Lech,"Lech Kaczyński",Q2757,txt_alt,Lech,Q155841,textrazor,4574_4578,20090101:170226-99-445301/2
Fotoshooting,Fotoshooting,Q1657850,txt_alt,Fotoshooting,Q2298921,txtwerk,4679_4691,20090101:170226-99-445301/2
Fotoshooting,Fotoshooting,Q1657850,txt_alt,Fotoshooting,Q2298921,textrazor,4679_4691,20090101:170226-99-445301/2
"Prinz Philip","Philipp II.",Q34417,txt_alt,"Philip Mountbatten, Duke of Edinburgh",Q80976,txtwerk,6537_6549,20090101:170226-99-445301/2
"Prinz Philip","Philipp II.",Q34417,txt_alt,"Philip Mountbatten, Duke of Edinburgh",Q80976,textrazor,6537_6549,20090101:170226-99-445301/2
Auftragsmord,Mord,Q132821,txt_alt,Auftragsmord,Q17197559,txtwerk,7081_7093,20090101:170226-99-445301/2
Auftragsmord,Mord,Q132821,txt_alt,Auftragsmord,Q17197559,textrazor,7081_7093,20090101:170226-99-445301/2
Ozon,Ozon,Q36933,dandelion,Ozon,Q2617519,ambiverse,1427_1431,20090101:170227-99-451895/7
Luft,"flüssige Luft",Q2466790,txtwerk,Luftverschmutzung,Q131123,dandelion,4_8,20090101:170227-99-451895/7
Luft,"flüssige Luft",Q2466790,txtwerk,Luftverkehr,Q1757562,dandelion,1312_1316,20090101:170227-99-451895/7
Ozon,Ozon,Q36933,txtwerk,Ozon,Q2617519,ambiverse,1427_1431,20090101:170227-99-451895/7
Luft,Luft,Q7391292,textrazor,Luftverkehr,Q1757562,dandelion,1312_1316,20090101:170227-99-451895/7
Luft,Luft,Q7391292,textrazor,"flüssige Luft",Q2466790,txtwerk,1312_1316,20090101:170227-99-451895/7
Ozon,Ozon,Q36933,textrazor,Ozon,Q2617519,ambiverse,1427_1431,20090101:170227-99-451895/7
Auto,Automobil,Q1420,textrazor,Kraftfahrzeug,Q752870,dandelion,1189_1193,20090101:170227-99-451895/7
Autos,Automobil,Q1420,textrazor,Personenkraftwagen,Q1144312,dandelion,3820_3825,20090101:170227-99-451895/7
Luft,Luft,Q7391292,textrazor,Luftverschmutzung,Q131123,dandelion,4_8,20090101:170227-99-451895/7
Luft,Luft,Q7391292,textrazor,"flüssige Luft",Q2466790,txtwerk,4_8,20090101:170227-99-451895/7
Autos,Automobil,Q1420,textrazor,Personenkraftwagen,Q1144312,dandelion,3739_3744,20090101:170227-99-451895/7
"Verkehrsträger",Verkehrsunternehmen,Q740752,txt_alt,"Verkehrsträger",Q2516443,dandelion,618_632,20090101:170227-99-451895/7
"Verkehrsträger",Verkehrsunternehmen,Q740752,txt_alt,"Verkehrsträger",Q2516443,txtwerk,618_632,20090101:170227-99-451895/7
Ozon,Ozon,Q36933,txt_alt,Ozon,Q2617519,ambiverse,1427_1431,20090101:170227-99-451895/7
"TÜV","TÜV",Q632391,txt_alt,"TÜV",Q659206,ambiverse,2559_2562,20090101:170227-99-451895/7
"TÜV","TÜV",Q632391,txt_alt,"TÜV",Q659206,dandelion,2559_2562,20090101:170227-99-451895/7
"TÜV","TÜV",Q632391,txt_alt,"TÜV",Q659206,txtwerk,2559_2562,20090101:170227-99-451895/7
"TÜV","TÜV",Q632391,txt_alt,"TÜV",Q659206,textrazor,2559_2562,20090101:170227-99-451895/7
Realismus,Realismus,Q431354,txt_alt,Realismus,Q735590,dandelion,2933_2942,20090101:170227-99-451895/7
Sozialdemokraten,Sozialdemokratie,Q121254,dandelion,Socialdemokraterne,Q212101,ambiverse,84_100,20090101:170227-99-452755/2
EU,"Europäische Union",Q458,dandelion,Deutschland,Q183,ambiverse,192_194,20090101:170227-99-452755/2
EU,"Europäische Union",Q458,dandelion,Deutschland,Q183,ambiverse,639_641,20090101:170227-99-452755/2
EU,"Europäische Union",Q458,dandelion,Deutschland,Q183,ambiverse,840_842,20090101:170227-99-452755/2
EU,"Europäische Union",Q458,txtwerk,Deutschland,Q183,ambiverse,192_194,20090101:170227-99-452755/2
EU,"Europäische Union",Q458,txtwerk,Deutschland,Q183,ambiverse,639_641,20090101:170227-99-452755/2
EU,"Europäische Union",Q458,txtwerk,Deutschland,Q183,ambiverse,840_842,20090101:170227-99-452755/2
Europa,"Europäische Union",Q458,txtwerk,Europa,Q46,ambiverse,964_970,20090101:170227-99-452755/2
Europa,"Europäische Union",Q458,txtwerk,Europa,Q46,dandelion,964_970,20090101:170227-99-452755/2
EU,"Europäische Union",Q458,textrazor,Deutschland,Q183,ambiverse,192_194,20090101:170227-99-452755/2
EU,"Europäische Union",Q458,textrazor,Deutschland,Q183,ambiverse,639_641,20090101:170227-99-452755/2
EU,"Europäische Union",Q458,textrazor,Deutschland,Q183,ambiverse,840_842,20090101:170227-99-452755/2
Sozialdemokraten,Socialdemokraterne,Q212101,textrazor,Sozialdemokratie,Q121254,dandelion,84_100,20090101:170227-99-452755/2
Europa,"Europäische Union",Q458,textrazor,Europa,Q46,ambiverse,964_970,20090101:170227-99-452755/2
Europa,"Europäische Union",Q458,textrazor,Europa,Q46,dandelion,964_970,20090101:170227-99-452755/2
Sozialdemokraten,Sozialdemokraten,Q4362,txt_alt,Socialdemokraterne,Q212101,ambiverse,84_100,20090101:170227-99-452755/2
Sozialdemokraten,Sozialdemokraten,Q4362,txt_alt,Sozialdemokratie,Q121254,dandelion,84_100,20090101:170227-99-452755/2
Sozialdemokraten,Sozialdemokraten,Q4362,txt_alt,Socialdemokraterne,Q212101,textrazor,84_100,20090101:170227-99-452755/2
EU,"Europäische Union",Q458,txt_alt,Deutschland,Q183,ambiverse,192_194,20090101:170227-99-452755/2
EU,"Europäische Union",Q458,txt_alt,Deutschland,Q183,ambiverse,639_641,20090101:170227-99-452755/2
EU,"Europäische Union",Q458,txt_alt,Deutschland,Q183,ambiverse,840_842,20090101:170227-99-452755/2
China,China,Q29520,dandelion,"Volksrepublik China",Q148,ambiverse,699_704,20090101:170227-99-452852/5
China,China,Q29520,dandelion,"Volksrepublik China",Q148,ambiverse,1130_1135,20090101:170227-99-452852/5
BMW,"FIZ Future",Q5864117,txtwerk,BMW,Q26678,ambiverse,935_938,20090101:170227-99-452852/5
BMW,"FIZ Future",Q5864117,txtwerk,BMW,Q26678,dandelion,935_938,20090101:170227-99-452852/5
Volkswagen,Volkswagen,Q246,txtwerk,"Volkswagen AG",Q156578,dandelion,943_953,20090101:170227-99-452852/5
BMW,BMW,Q26678,aylien,"FIZ Future",Q5864117,txtwerk,935_938,20090101:170227-99-452852/5
China,"Volksrepublik China",Q148,textrazor,China,Q29520,dandelion,1130_1135,20090101:170227-99-452852/5
China,"Volksrepublik China",Q148,textrazor,China,Q29520,dandelion,699_704,20090101:170227-99-452852/5
Volkswagen,Volkswagen,Q246,textrazor,"Volkswagen AG",Q156578,dandelion,943_953,20090101:170227-99-452852/5
BMW,BMW,Q26678,textrazor,"FIZ Future",Q5864117,txtwerk,935_938,20090101:170227-99-452852/5
Bundesregierung,"Bundesregierung der Vereinigten Staaten",Q48525,txt_alt,Bundeskabinett,Q313827,dandelion,26_41,20090101:170227-99-452852/5
Bundesregierung,"Bundesregierung der Vereinigten Staaten",Q48525,txt_alt,Bundeskabinett,Q313827,textrazor,26_41,20090101:170227-99-452852/5
Bundesregierung,"Bundesregierung der Vereinigten Staaten",Q48525,txt_alt,Bundeskabinett,Q313827,dandelion,641_656,20090101:170227-99-452852/5
Bundesregierung,"Bundesregierung der Vereinigten Staaten",Q48525,txt_alt,Bundeskabinett,Q313827,textrazor,641_656,20090101:170227-99-452852/5
